,기준일자,User_ID,기관번호,연체등록일자,연체금액,기관,연체분류,연체사항,세부사항
265,201711,X0474444465014724107,X2304039654898493228,201201,4400,신용카드사,신용도판단,대출연체,신용카드대금연체
266,201711,X0474444465014724107,X2808471037456008197,201609,2800,캐피탈,신용도판단,대출연체,원금이자연체
267,201711,X0474444465014724107,Y3307984968389331286,201508,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
268,201712,X0474444465014724107,X1839659711069271896,201305,1600,캐피탈,신용도판단,대출연체,원금이자연체
269,201712,X0474444465014724107,X2304039654898493228,201201,4400,신용카드사,신용도판단,대출연체,신용카드대금연체
270,201712,X0474444465014724107,X2808471037456008197,201609,2800,캐피탈,신용도판단,대출연체,원금이자연체
271,201712,X0474444465014724107,Y3307984968389331286,201508,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
272,201801,X0474444465014724107,X1839659711069271896,201305,1600,캐피탈,신용도판단,대출연체,원금이자연체
273,201801,X0474444465014724107,X2304039654898493228,201201,4400,신용카드사,신용도판단,대출연체,신용카드대금연체
274,201801,X0474444465014724107,X2808471037456008197,201609,2800,캐피탈,신용도판단,대출연체,원금이자연체
275,201801,X0474444465014724107,Y3307984968389331286,201508,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
276,201802,X0474444465014724107,X1839659711069271896,201305,1600,캐피탈,신용도판단,대출연체,원금이자연체
277,201802,X0474444465014724107,X2304039654898493228,201201,4400,신용카드사,신용도판단,대출연체,신용카드대금연체
278,201802,X0474444465014724107,X2808471037456008197,201609,2800,캐피탈,신용도판단,대출연체,원금이자연체
279,201802,X0474444465014724107,Y3307984968389331286,201508,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
280,201803,X0474444465014724107,X1839659711069271896,201305,1600,캐피탈,신용도판단,대출연체,원금이자연체
281,201803,X0474444465014724107,X2304039654898493228,201201,4400,신용카드사,신용도판단,대출연체,신용카드대금연체
282,201803,X0474444465014724107,Y3307984968389331286,201508,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
283,201804,X0474444465014724107,X1839659711069271896,201305,1600,캐피탈,신용도판단,대출연체,원금이자연체
284,201804,X0474444465014724107,X2304039654898493228,201201,4400,신용카드사,신용도판단,대출연체,신용카드대금연체
285,201804,X0474444465014724107,Y3307984968389331286,201508,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
286,201805,X0474444465014724107,X1839659711069271896,201305,1600,캐피탈,신용도판단,대출연체,원금이자연체
287,201805,X0474444465014724107,X2304039654898493228,201201,4400,신용카드사,신용도판단,대출연체,신용카드대금연체
288,201805,X0474444465014724107,Y3307984968389331286,201508,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
289,201806,X0474444465014724107,Y3307984968389331286,201508,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
290,201807,X0474444465014724107,Y3307984968389331286,201508,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
291,201808,X0474444465014724107,Y3307984968389331286,201508,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
292,201809,X0474444465014724107,Y3307984968389331286,201508,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
293,201810,X0474444465014724107,Y3307984968389331286,201508,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
294,201811,X0474444465014724107,Y3307984968389331286,201508,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
295,201812,X0474444465014724107,Y3307984968389331286,201508,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
296,201612,X0514353563147030638,X0375208147442894564,201404,760,기타,신용도판단,지금보증대지급,지금보증대지급
297,201701,X0514353563147030638,X0375208147442894564,201404,760,기타,신용도판단,지금보증대지급,지금보증대지급
298,201612,X0613099534023310630,X8140298757125374082,201411,3100,기타,신용도판단,지금보증대지급,신용보증대지급
299,201612,X0613099534023310630,Y3992279110802959324,201604,7300,기타,신용도판단,지금보증대지급,신용보증대지급
300,201612,X0613099534023310630,Y6313166589429173854,201301,10000,기타,신용도판단,지금보증대지급,신용보증대지급
301,201701,X0613099534023310630,X8140298757125374082,201411,3100,기타,신용도판단,지금보증대지급,신용보증대지급
302,201701,X0613099534023310630,Y3992279110802959324,201604,7300,기타,신용도판단,지금보증대지급,신용보증대지급
303,201701,X0613099534023310630,Y6313166589429173854,201301,10000,기타,신용도판단,지금보증대지급,신용보증대지급
304,201702,X0613099534023310630,X8140298757125374082,201411,3100,기타,신용도판단,지금보증대지급,신용보증대지급
305,201702,X0613099534023310630,Y3992279110802959324,201604,7300,기타,신용도판단,지금보증대지급,신용보증대지급
306,201702,X0613099534023310630,Y6313166589429173854,201301,10000,기타,신용도판단,지금보증대지급,신용보증대지급
307,201703,X0613099534023310630,X8140298757125374082,201411,3100,기타,신용도판단,지금보증대지급,신용보증대지급
308,201703,X0613099534023310630,Y3992279110802959324,201604,7300,기타,신용도판단,지금보증대지급,신용보증대지급
309,201703,X0613099534023310630,Y6313166589429173854,201301,10000,기타,신용도판단,지금보증대지급,신용보증대지급
310,201704,X0613099534023310630,X8140298757125374082,201411,3100,기타,신용도판단,지금보증대지급,신용보증대지급
311,201704,X0613099534023310630,Y3992279110802959324,201604,7300,기타,신용도판단,지금보증대지급,신용보증대지급
312,201704,X0613099534023310630,Y6313166589429173854,201301,10000,기타,신용도판단,지금보증대지급,신용보증대지급
313,201705,X0613099534023310630,X8140298757125374082,201411,3100,기타,신용도판단,지금보증대지급,신용보증대지급
314,201705,X0613099534023310630,Y3992279110802959324,201604,7300,기타,신용도판단,지금보증대지급,신용보증대지급
315,201705,X0613099534023310630,Y6313166589429173854,201301,10000,기타,신용도판단,지금보증대지급,신용보증대지급
316,201706,X0613099534023310630,X8140298757125374082,201411,3100,기타,신용도판단,지금보증대지급,신용보증대지급
317,201706,X0613099534023310630,Y3992279110802959324,201604,7300,기타,신용도판단,지금보증대지급,신용보증대지급
318,201706,X0613099534023310630,Y6313166589429173854,201301,10000,기타,신용도판단,지금보증대지급,신용보증대지급
319,201707,X0613099534023310630,X8140298757125374082,201411,3100,기타,신용도판단,지금보증대지급,신용보증대지급
320,201707,X0613099534023310630,Y3992279110802959324,201604,7300,기타,신용도판단,지금보증대지급,신용보증대지급
321,201707,X0613099534023310630,Y6313166589429173854,201301,10000,기타,신용도판단,지금보증대지급,신용보증대지급
322,201708,X0613099534023310630,X8140298757125374082,201411,3100,기타,신용도판단,지금보증대지급,신용보증대지급
323,201708,X0613099534023310630,Y3992279110802959324,201604,7300,기타,신용도판단,지금보증대지급,신용보증대지급
324,201708,X0613099534023310630,Y6313166589429173854,201301,10000,기타,신용도판단,지금보증대지급,신용보증대지급
325,201709,X0613099534023310630,X8140298757125374082,201411,3100,기타,신용도판단,지금보증대지급,신용보증대지급
326,201709,X0613099534023310630,Y3992279110802959324,201604,7300,기타,신용도판단,지금보증대지급,신용보증대지급
327,201709,X0613099534023310630,Y6313166589429173854,201301,10000,기타,신용도판단,지금보증대지급,신용보증대지급
328,201710,X0613099534023310630,X8140298757125374082,201411,3100,기타,신용도판단,지금보증대지급,신용보증대지급
329,201710,X0613099534023310630,Y6313166589429173854,201301,10000,기타,신용도판단,지금보증대지급,신용보증대지급
330,201711,X0613099534023310630,Y6313166589429173854,201301,10000,기타,신용도판단,지금보증대지급,신용보증대지급
331,201612,X0764410479830242880,X1519707582874098427,201307,860,기타,신용도판단,대출연체,기타
332,201612,X0764410479830242880,X7590123118185189965,201602,830,신용카드사,신용도판단,대출연체,신용카드대금연체
333,201701,X0764410479830242880,X1519707582874098427,201307,860,기타,신용도판단,대출연체,기타
334,201701,X0764410479830242880,X7590123118185189965,201602,830,신용카드사,신용도판단,대출연체,신용카드대금연체
335,201702,X0764410479830242880,X1519707582874098427,201307,860,기타,신용도판단,대출연체,기타
336,201702,X0764410479830242880,X7590123118185189965,201602,830,신용카드사,신용도판단,대출연체,신용카드대금연체
337,201703,X0764410479830242880,X1519707582874098427,201307,860,기타,신용도판단,대출연체,기타
338,201704,X0764410479830242880,X1519707582874098427,201307,860,기타,신용도판단,대출연체,기타
339,201704,X0764410479830242880,X6015506227454789969,201704,780,기타,신용도판단,지금보증대지급,지금보증대지급
340,201705,X0764410479830242880,X1519707582874098427,201307,860,기타,신용도판단,대출연체,기타
341,201705,X0764410479830242880,X6015506227454789969,201704,780,기타,신용도판단,지금보증대지급,지금보증대지급
342,201706,X0764410479830242880,X1519707582874098427,201307,860,기타,신용도판단,대출연체,기타
343,201706,X0764410479830242880,X6015506227454789969,201704,780,기타,신용도판단,지금보증대지급,지금보증대지급
344,201707,X0764410479830242880,X1519707582874098427,201307,860,기타,신용도판단,대출연체,기타
345,201707,X0764410479830242880,X6015506227454789969,201704,780,기타,신용도판단,지금보증대지급,지금보증대지급
346,201708,X0764410479830242880,X1519707582874098427,201307,860,기타,신용도판단,대출연체,기타
347,201708,X0764410479830242880,X6015506227454789969,201704,780,기타,신용도판단,지금보증대지급,지금보증대지급
348,201709,X0764410479830242880,X1519707582874098427,201307,860,기타,신용도판단,대출연체,기타
349,201709,X0764410479830242880,X6015506227454789969,201704,780,기타,신용도판단,지금보증대지급,지금보증대지급
350,201710,X0764410479830242880,X1519707582874098427,201307,860,기타,신용도판단,대출연체,기타
351,201710,X0764410479830242880,X6015506227454789969,201704,780,기타,신용도판단,지금보증대지급,지금보증대지급
